название;тип_лофт;телефон;сайт;ссылка
"Уличная площадка ""ПОДМОСТОМ"" Лужники";Спорт-зал, на открытом воздухе;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/180445/
Универсальный зал;Зал, спорт-зал;+79637687698;https://www.loft2rent.ru/loft/65867/;https://www.loft2rent.ru/loft/65867/78072/
Универсальный спортивный зал Дружба в Лужниках;Спорт-зал, концертный зал;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/166350/
Уникальный Loft Москва-сити;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156376/
Унца УнцаУнца Унца Курская;Кабинет, зал, спорт-зал, фотостудия;+79852695016;N/A;https://www.loft2rent.ru/loft/40373/147337/
Унца УнцаУнца Унца Пушкинская;Зал, спорт-зал, фотостудия;+79852695016;N/A;https://www.loft2rent.ru/loft/40373/47173/
Урбан на Флаконе;Ночной клуб, концертный зал, клуб;+79263427655;N/A;https://www.loft2rent.ru/loft/74404/74406/
Усадьба 19 века Шувалова;Особняк, концертный зал;89250639949;N/A;https://www.loft2rent.ru/loft/84230/84261/
Усадьба 19 века ШуваловаТеатральный зал;;89250639949;N/A;https://www.loft2rent.ru/loft/84230/174886/
Усадьба Васильчиковых на Б.НикитскойКолонный зал;Банкетный зал, конференц-зал;+79037232220;N/A;https://www.loft2rent.ru/loft/29542/29545/
Усадьба Остафьево;Особняк, веранда;+74950210004;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/131943/
Усадьба Остров для свадьбы;Веранда;+79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/131946/
Усадьба ШервудовУсадьба Шервудов - исторический особняк со своей территорией и современным пространством;Конференц-зал, учебный зал, особняк, кулинарная студия;89631061670;N/A;https://www.loft2rent.ru/loft/142268/142270/
УсачеваПлощадка для мероприятий;Лофт, зал, галерея;89138515023;N/A;https://www.loft2rent.ru/loft/171238/171240/
УтренникВалетта;Отель, ресторан, бар;+79165827700;N/A;https://www.loft2rent.ru/loft/177770/177776/
Уютная Летняя терраса;На открытом воздухе, веранда, кальянная;+79032143720;https://www.loft2rent.ru/loft/208153/;https://www.loft2rent.ru/loft/208153/208465/
Уютная переговорная № 11 с круглым столом;Коворкинг, учебный зал, переговорная;89647264515;https://www.loft2rent.ru/loft/118815/;https://www.loft2rent.ru/loft/118815/119038/
Уютный Loft Москва-сити;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156262/
Уютный бар Лето;Банкетный зал, лофт, веранда;+79164400130;https://www.loft2rent.ru/loft/177908/;https://www.loft2rent.ru/loft/177908/195982/
Уютный бар лофт рядом с Кремлем;Банкетный зал, лофт, ресторан, бар;8 915 268 38 31;N/A;https://www.loft2rent.ru/loft/11791/26548/
УЮТНЫЙ ВИП-ЛОФТ С НЕОНОВЫМ СВЕТОМ И МЯГКОЙ МЕБЕЛЬЮ;Лофт, антикафе, кальянная;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/83758/
УЮТНЫЙ ДВУХЭТАЖНЫЙ ЛОФТ С КАРАОКЕ И МЯГКОЙ МЕБЕЛЬЮ;Лофт, антикафе, кальянная;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/118219/
"Уютный и просторный лофт ""Кинозвезда"" / 3 мин. от метро Семеновская";Лофт;+7 4998881633;https://www.loft2rent.ru/loft/126908/;https://www.loft2rent.ru/loft/126908/126912/
Уютный лофт в Москва-Сити;Апартаменты, лофт;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156354/
Уютный лофт КомоД с верандой, мангалом и сценой;Лофт, концертный зал, веранда;+79672393603;https://www.loft2rent.ru/loft/1665/;https://www.loft2rent.ru/loft/1665/25693/
УЮТНЫЙ ЛОФТ ПЕРСИД;Лофт, зал, игровой зал, клуб;+79777816590;https://www.loft2rent.ru/loft/108186/;https://www.loft2rent.ru/loft/108186/116722/
уютный лофт с верандой в парке ВДНХ;Веранда;88005001523;https://www.loft2rent.ru/loft/47660/;https://www.loft2rent.ru/loft/47660/88318/
Уютный лофт с яркими акцентами LuckyDucky;Лофт, на открытом воздухе, веранда;+7 (495) 432-01-36;https://www.loft2rent.ru/loft/22257/;https://www.loft2rent.ru/loft/22257/42095/
Уютный премиальный ресторан с панорамным видом на озеро и Останкинскую башню;Ресторан, бар, зал;+79164400130;https://www.loft2rent.ru/loft/101001/;https://www.loft2rent.ru/loft/101001/169187/
Уютный ресторан на ВДНХ;Ресторан;+79164400130;https://www.loft2rent.ru/loft/101001/;https://www.loft2rent.ru/loft/101001/169172/
Уютный ретро лофт у метро с мощным звуком и караоке;Лофт;+79955046069;https://www.loft2rent.ru/loft/207724/;https://www.loft2rent.ru/loft/207724/207727/
фазенда;Лофт;+79854311004;https://www.loft2rent.ru/loft/27053/;https://www.loft2rent.ru/loft/27053/126040/
Фактура;Лофт, бар, фотостудия;+7 (495) 127-13-39;N/A;https://www.loft2rent.ru/loft/126016/126018/
Фактурный лофт с барной стойкой и кухней (лофт ДУГЛАС);Лофт, зал, фотостудия, кулинарная студия;8 (939)888-00-08;https://www.loft2rent.ru/loft/1564/;https://www.loft2rent.ru/loft/1564/1566/
Фламинго АртБелый кабинет;Лофт;+79990399477;N/A;https://www.loft2rent.ru/loft/99143/99963/
Фламинго АртКабинет с Драконом;Кабинет;+79990399477;N/A;https://www.loft2rent.ru/loft/99143/99967/
"Фонд ММККонференц-пространство ""МЕДИКОР"" в Сколково";Концертный зал;+79266981015;N/A;https://www.loft2rent.ru/loft/199429/199500/
"Фотостудия ""Кухня""Студия ""Кухня""";Фотостудия;+79167033377;N/A;https://www.loft2rent.ru/loft/74035/78056/
Фотостудия RS StudioКомфортный конференц зал;;+79122942009;N/A;https://www.loft2rent.ru/loft/134321/134325/
Фотостудия RS StudioПлощадка под мероприятия фотостудия Rosso;;+79122942009;N/A;https://www.loft2rent.ru/loft/134321/134324/
Фотостудия StatusФото и Видео;Фотостудия;+79816817834;N/A;https://www.loft2rent.ru/loft/176316/176318/
Фотостудия Высокие минимумы High MinimalsБольшой, светлый зал на Васильевском острове;Лофт, фотостудия;;N/A;https://www.loft2rent.ru/loft/164926/164940/
Фотостудия Высокие минимумы High MinimalsСтильный, минималистичный зал на Васильевском острове;Лофт, фотостудия;;N/A;https://www.loft2rent.ru/loft/164926/164945/
фотостудия Пространство зал Филикуди;Лофт, фотостудия;+74992887790;https://www.loft2rent.ru/loft/31821/;https://www.loft2rent.ru/loft/31821/31839/
Фрактал Бенуа: уютный лофт для мероприятий с караоке и PlayStation;Лофт, конференц-зал, антикафе, кальянная;+79779620844;N/A;https://www.loft2rent.ru/loft/15086/26624/
Фьюжн;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134502/
ХА-ХА ШОУ Loft;Лофт;+79602835563;https://www.loft2rent.ru/loft/103242/;https://www.loft2rent.ru/loft/103242/103470/
ХА-ХА ШОУ Москва;Коворкинг, лофт;+79602835563;https://www.loft2rent.ru/loft/103242/;https://www.loft2rent.ru/loft/103242/103304/
Харизма Лофт;Лофт, конференц-зал, учебный зал;+7 966 506-16-15;N/A;https://www.loft2rent.ru/loft/165127/165129/
Хвоя Lounge;Лофт, бар, кальянная;+7 (919) 7629748;N/A;https://www.loft2rent.ru/loft/103884/104698/
Хобби клуб Берлога;Лофт, бар, игровой зал;+79067563194;N/A;https://www.loft2rent.ru/loft/134500/134522/
Холидей- бордовый лофт с диско-шаром,фотозоной и караоке!;Банкетный зал, лофт, зал, антикафе;+74991113716;https://www.loft2rent.ru/loft/131919/;https://www.loft2rent.ru/loft/131919/131923/
Холодное Сердце;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169679/
Хорошее место;Ресторан, бар, клуб, кальянная;+74942057161;N/A;https://www.loft2rent.ru/loft/165396/165862/
Хорошее место на Трифоновской«Хорошее место» на Трифоновской;Бар, кальянная;89256665151;N/A;https://www.loft2rent.ru/loft/40232/40236/
Хромакей циклорама на Варшавском шоссеЦиклорама на Вашавском шоссе;Фотостудия;89636243226;N/A;https://www.loft2rent.ru/loft/184864/184904/
ХромХРОМ;Лофт;+79150052662;N/A;https://www.loft2rent.ru/loft/159256/159958/
Хронос«Баланс»;Учебный зал;+7 (926) 084-11-51;N/A;https://www.loft2rent.ru/loft/28230/84889/
ХроносВосход;Переговорная;+7(495)104-31-51;N/A;https://www.loft2rent.ru/loft/28230/28578/
ХроносГармония;Зал, конференц-зал, переговорная;+7(495)104-31-51;N/A;https://www.loft2rent.ru/loft/28230/28240/
ХроносИнтеграция;Конференц-зал, переговорная;+7(495)104-31-51;N/A;https://www.loft2rent.ru/loft/28230/28575/
ХроносЛотос;Детский центр, переговорная;+7(495)104-31-51;N/A;https://www.loft2rent.ru/loft/28230/28579/
ХроносЛунный;Переговорная;+7(495)104-31-51;N/A;https://www.loft2rent.ru/loft/28230/28580/
ХроносРАВНОВЕСИЕ;Учебный зал;+7 (926) 084-11-51;N/A;https://www.loft2rent.ru/loft/28230/84885/
ХроносСинтез;Зал, конференц-зал, переговорная;+7(495)104-31-51;N/A;https://www.loft2rent.ru/loft/28230/28574/
