Название компании,Название сделки,Телефон,Email,Сайт
Уютный лофт с яркими акцентами LuckyDucky,Уютный лофт с яркими акцентами LuckyDucky,74954320136,,https://www.loft2rent.ru/loft/22257
Уютный лофт с яркими акцентами с летней верандой,Уютный лофт с яркими акцентами с летней верандой,79584974331,,https://www.reveltime.ru/venue/3539723?eventtype=vecherinka
Уютный песочный лофт Персид,Уютный песочный лофт Персид,79584974089,,https://www.reveltime.ru/venue/8410119?eventtype=vecherinka
Уютный премиальный ресторан с панорамным видом на озеро и Останкинскую башню,Уютный премиальный ресторан с панорамным видом на озеро и Останкинскую башню,79164400130,,https://www.loft2rent.ru/loft/101001
Уютный ресторан на ВДНХ,Уютный ресторан на ВДНХ,79164400130,,https://www.loft2rent.ru/loft/101001
Уютный ретро лофт у метро с мощным звуком и караоке,Уютный ретро лофт у метро с мощным звуком и караоке,79955046069,,https://www.loft2rent.ru/loft/207724
Уютный тропический лофт,Уютный тропический лофт,79584974160,,https://www.reveltime.ru/venue/4145213?eventtype=vecherinka
фазенда,фазенда,79854311004,,https://www.loft2rent.ru/loft/27053
Фактура,Фактура,74951271339,,https://www.loft2rent.ru/loft/126016/126018
Фактурный лофт с барной стойкой и кухней (лофт ДУГЛАС),Фактурный лофт с барной стойкой и кухней (лофт ДУГЛАС),79398880008,,https://www.loft2rent.ru/loft/1564
ФГУП «Росморпорт»,ФГУП «Росморпорт»,,card_1@2x.png,https://www.rusprofile.ru/id/315414
Фламинго АртБелый кабинет,Фламинго АртБелый кабинет,79990399477,,https://www.loft2rent.ru/loft/99143/99963
Фламинго АртКабинет с Драконом,Фламинго АртКабинет с Драконом,79990399477,,https://www.loft2rent.ru/loft/99143/99967
"Фонд ММККонференц-пространство ""МЕДИКОР"" в Сколково","Фонд ММККонференц-пространство ""МЕДИКОР"" в Сколково",79266981015,,https://www.loft2rent.ru/loft/199429/199500
ФосАгро,ФосАгро,78002342900,centralasia@phosagro.ru,https://www.phosagro.ru
Фото карета. Зал Зефирка,Фото карета. Зал Зефирка,79019317685,,https://www.reveltime.ru/venue/6992918?eventtype=vecherinka
Фото карета. Зал Лаборатория,Фото карета. Зал Лаборатория,79019317685,,https://www.reveltime.ru/venue/7018070?eventtype=vecherinka
Фото карета. Лофт Лось,Фото карета. Лофт Лось,79019317685,,https://www.reveltime.ru/venue/7012563?eventtype=vecherinka
Фото карета. Неоновый зал Юность,Фото карета. Неоновый зал Юность,79019397046,,https://www.reveltime.ru/venue/2416835?eventtype=vecherinka
Фото карета. Сказка. Двухуровневый лофт,Фото карета. Сказка. Двухуровневый лофт,79019397046,,https://www.reveltime.ru/venue/6982364?eventtype=vecherinka
"Фотостудия ""Кухня""Студия ""Кухня""","Фотостудия ""Кухня""Студия ""Кухня""",79167033377,,https://www.loft2rent.ru/loft/74035/78056
Фотостудия Lounge (Лаунж),Фотостудия Lounge (Лаунж),79019397046,,https://www.reveltime.ru/venue/1332218?eventtype=vecherinka
Фотостудия Lounge. LovelyLOFT (Лаунж. ЛовлиЛОФТ). Лофт из трех изолированных помещений,Фотостудия Lounge. LovelyLOFT (Лаунж. ЛовлиЛОФТ). Лофт из трех изолированных помещений,79019397046,,https://www.reveltime.ru/venue/1332224?eventtype=vecherinka
Фотостудия Panda Зал с различными локациями,Фотостудия Panda Зал с различными локациями,79259261415,,https://www.reveltime.ru/venue/2838375?eventtype=vecherinka
Фотостудия RS StudioКомфортный конференц зал,Фотостудия RS StudioКомфортный конференц зал,79122942009,,https://www.loft2rent.ru/loft/134321/134325
Фотостудия RS StudioПлощадка под мероприятия фотостудия Rosso,Фотостудия RS StudioПлощадка под мероприятия фотостудия Rosso,79122942009,,https://www.loft2rent.ru/loft/134321/134324
Фотостудия StatusФото и Видео,Фотостудия StatusФото и Видео,79816817834,,https://www.loft2rent.ru/loft/176316/176318
Фотостудия WhitePlace. Лофт-кальянная,Фотостудия WhitePlace. Лофт-кальянная,74952222360,,https://www.reveltime.ru/venue/489473?eventtype=vecherinka
фотостудия Пространство зал Филикуди,фотостудия Пространство зал Филикуди,74992887790,,https://www.loft2rent.ru/loft/31821
Фрактал Бенуа: уютный лофт для мероприятий с караоке и PlayStation,Фрактал Бенуа: уютный лофт для мероприятий с караоке и PlayStation,79779620844,,https://www.loft2rent.ru/loft/15086/26624
Фряново,Фряново,74965664630,shel_muzeyshikm@mosreg.ru,https://museum-schel.ru
Фьюжн,Фьюжн,74954780638,,https://www.loft2rent.ru/loft/109926
ХА-ХА ШОУ Loft,ХА-ХА ШОУ Loft,79602835563,,https://www.loft2rent.ru/loft/103242
ХА-ХА ШОУ Москва,ХА-ХА ШОУ Москва,79602835563,,https://www.loft2rent.ru/loft/103242
Харизма Лофт,Харизма Лофт,79665061615,,https://www.loft2rent.ru/loft/165127/165129
Хвоя Lounge,Хвоя Lounge,79197629748,,https://www.loft2rent.ru/loft/103884/104698
Хлынов,Хлынов,74957719100,callcenter@bank-hlynov.ru,https://bank-hlynov.ru
Хобби клуб Берлога,Хобби клуб Берлога,79067563194,,https://www.loft2rent.ru/loft/134500/134522
"Холидей- бордовый лофт с диско-шаром,фотозоной и караоке!","Холидей- бордовый лофт с диско-шаром,фотозоной и караоке!",74991113716,,https://www.loft2rent.ru/loft/131919
Холодное Сердце,Холодное Сердце,78126067020,,https://www.loft2rent.ru/loft/169051
Хорошее место,Хорошее место,74942057161,,https://www.loft2rent.ru/loft/165396/165862
Хорошее место на Трифоновской«Хорошее место» на Трифоновской,Хорошее место на Трифоновской«Хорошее место» на Трифоновской,79256665151,,https://www.loft2rent.ru/loft/40232/40236
