Название компании,Название сделки,Телефон,Email,Сайт
Парк-Отель Юдино,Парк-Отель Юдино,,,https://ostrovok.ru/hotel/russia/moscow/mid8732812/yudino_parkhotel
Паста и Вино,Паста и Вино,79112389747,,https://www.loft2rent.ru/loft/170615
Пафос,Пафос,74951201116,,https://pafos.rest/
Пафосный апартамент Москва сити,Пафосный апартамент Москва сити,79111023333,,https://www.loft2rent.ru/loft/107530
ПенкаЛофт,ПенкаЛофт,79262270222,,https://www.loft2rent.ru/loft/147486/147492
Пентхаус c панорамным видом на Москву,Пентхаус c панорамным видом на Москву,79854393838,,https://www.loft2rent.ru/loft/171365
"Пентхаус-формат на 64 этаже: оникс, подсветка, панорамные окна Уникальный вид на башни и город","Пентхаус-формат на 64 этаже: оникс, подсветка, панорамные окна Уникальный вид на башни и город",79958998202,,https://www.loft2rent.ru/loft/171815
Первый канал,Первый канал,,,https://www.1tv.ru
Первый канал Продакшн,Первый канал Продакшн,,,https://1tv.ru
Первый лофт,Первый лофт,79629009535,,https://www.loft2rent.ru/loft/120232/120234
Первый этаж ЭвиЦентра,Первый этаж ЭвиЦентра,79160876137,,https://www.loft2rent.ru/loft/155206
Переговорная «Синяя» на 8 человек,Переговорная «Синяя» на 8 человек,79804300888,,https://www.loft2rent.ru/loft/199576
Переговорная комната,Переговорная комната,79151245829,,https://www.loft2rent.ru/loft/40995
Переговорная комната,Переговорная комната,74952042861,,https://www.loft2rent.ru/loft/86306
Переговорная комната «Стеклянная» до 8 человек,Переговорная комната «Стеклянная» до 8 человек,79804300888,,https://www.loft2rent.ru/loft/199576
Переговорная комната на проспекте Мира,Переговорная комната на проспекте Мира,74951207719,,https://www.loft2rent.ru/loft/187684
Переговорная комната у Ресторана до 12 человек,Переговорная комната у Ресторана до 12 человек,79804300888,,https://www.loft2rent.ru/loft/199576
Переговорная комната №29,Переговорная комната №29,79647264515,,https://www.loft2rent.ru/loft/118815
Переговорная комната №5,Переговорная комната №5,79647264515,,https://www.loft2rent.ru/loft/118815
Персия,Персия,78126067020,,https://www.loft2rent.ru/loft/169051
ПЕШИ,ПЕШИ,79256444401,,https://www.loft2rent.ru/loft/179994
Пикассо - Светлый лофт в стиле Бохо,Пикассо - Светлый лофт в стиле Бохо,74950327390,,https://www.loft2rent.ru/loft/5581
Пикник Афиши,Пикник Афиши,,foodcourt@afisha.ru,https://picnic.afisha.ru
ПИНК ШИК,ПИНК ШИК,79852179198,,https://www.loft2rent.ru/loft/198212/198214
Пирс,Пирс,79689739030,,https://www.loft2rent.ru/loft/2518
"Площадка ""Шатер у озера""","Площадка ""Шатер у озера""",79250520976,,https://www.loft2rent.ru/loft/125499
Площадка для безнес-мероприятий на Якиманской набережнойВ самом центре Москвы,Площадка для безнес-мероприятий на Якиманской набережнойВ самом центре Москвы,79851125955,,https://www.loft2rent.ru/loft/102616/102687
Площадка для мастер-классов и мероприятий,Площадка для мастер-классов и мероприятий,79850553888,,https://www.loft2rent.ru/loft/78182
Площадка для мероприятий без аренды,Площадка для мероприятий без аренды,79067749064,,https://vkvideo.ru/video-230716527_456239090
Площадка на 60 этаже,Площадка на 60 этаже,79684441348,,https://www.loft2rent.ru/loft/1366/26589
Площадка с караоке и верандой,Площадка с караоке и верандой,79998238398,,https://www.loft2rent.ru/loft/94559
Площадки в разном стиле под мероприятия2-х уровневый Лофт с барной стойкой,Площадки в разном стиле под мероприятия2-х уровневый Лофт с барной стойкой,79162421022,,https://www.loft2rent.ru/loft/14228/27764
Площадки в разном стиле под мероприятияИллюзион - зал с театральной сценой и хромакеем,Площадки в разном стиле под мероприятияИллюзион - зал с театральной сценой и хромакеем,79162421022,,https://www.loft2rent.ru/loft/14228/42156
Площадки в разном стиле под мероприятияИнтригующий Лофт с барной стойкой,Площадки в разном стиле под мероприятияИнтригующий Лофт с барной стойкой,79162421022,,https://www.loft2rent.ru/loft/14228/20090
Площадки в разном стиле под мероприятияКулинарная студия,Площадки в разном стиле под мероприятияКулинарная студия,79163122244,,https://www.loft2rent.ru/loft/14228/194419
Площадки в разном стиле под мероприятияЛофт в стиле Ренессанс,Площадки в разном стиле под мероприятияЛофт в стиле Ренессанс,79162421022,,https://www.loft2rent.ru/loft/14228/17293
Площадки в разном стиле под мероприятияЛофт Кардинал в стиле эпохи былого величия,Площадки в разном стиле под мероприятияЛофт Кардинал в стиле эпохи былого величия,79162421022,,https://www.loft2rent.ru/loft/14228/29537
Площадки в разном стиле под мероприятияМногофункциональная площадка со Сценой,Площадки в разном стиле под мероприятияМногофункциональная площадка со Сценой,79162421022,,https://www.loft2rent.ru/loft/14228/14266
Площадки в разном стиле под мероприятияСтудия с лесной поляной в стиле Прованс,Площадки в разном стиле под мероприятияСтудия с лесной поляной в стиле Прованс,79162421022,,https://www.loft2rent.ru/loft/14228/17292
Площадки в разном стиле под мероприятияСтудия с морским песком и водопадом,Площадки в разном стиле под мероприятияСтудия с морским песком и водопадом,79162421022,,https://www.loft2rent.ru/loft/14228/17291
Плэйс Лофт. Prisma Loft (Призма Лофт),Плэйс Лофт. Prisma Loft (Призма Лофт),79386982643,,https://www.reveltime.ru/venue/5952237?eventtype=vecherinka
Повод ЕстьПространство Повод Есть,Повод ЕстьПространство Повод Есть,79296289438,,https://www.loft2rent.ru/loft/127212/127215
Подземелье Тёмного Лорда,Подземелье Тёмного Лорда,79251935330,,https://www.loft2rent.ru/loft/140849/140852
Подземелье Тёмного ЛордаДом Гарри,Подземелье Тёмного ЛордаДом Гарри,79251935330,,https://www.loft2rent.ru/loft/140849/145212
ПОКРОВКА ЛАБ,ПОКРОВКА ЛАБ,79038926691,,https://www.loft2rent.ru/loft/206913/206969
Поле и Пляж,Поле и Пляж,78122133202,,https://twitter.com/sevcableport
Политех,Политех,79660111741,,https://www.loft2rent.ru/loft/154774/154785
Политехнический музей,Политехнический музей,,chz@polytech.one,https://polymus.ru
"Помещение в отеле ""Софит""","Помещение в отеле ""Софит""",79157800260,,https://www.loft2rent.ru/loft/159296/159299
Помещение до 500 человек вместимостью и 450м²,Помещение до 500 человек вместимостью и 450м²,79151956806,,https://www.loft2rent.ru/loft/88592/88600
Поп-арт,Поп-арт,78122007818,,https://www.loft2rent.ru/loft/75982
Посольство ГипербореиГАЛЕРЕЯ 153,Посольство ГипербореиГАЛЕРЕЯ 153,78124080989,,https://www.loft2rent.ru/loft/100626/163901
Посольство ГипербореиУникальная мультимедийная площадка в Москва Сити,Посольство ГипербореиУникальная мультимедийная площадка в Москва Сити,74954765976,,https://www.loft2rent.ru/loft/100626/100639
Почта Банк,Почта Банк,74957855305,,https://pochtabank.ru
Поэт и котПОЭТ И КОТ,Поэт и котПОЭТ И КОТ,79232288435,,https://www.loft2rent.ru/loft/183349/183367
Правительство Москвы,Правительство Москвы,74956202717,press-service@mos.ru,https://www.mos.ru
Прадо - 3-х этажный особняк,Прадо - 3-х этажный особняк,74950327390,,https://www.loft2rent.ru/loft/5581
Президент-СервисПомещение № 237,Президент-СервисПомещение № 237,79267177279,,https://www.loft2rent.ru/loft/37539/38153
Президент-СервисПомещение № 633,Президент-СервисПомещение № 633,79267177279,,https://www.loft2rent.ru/loft/37539/56935
Президентская ложа в Лужниках,Президентская ложа в Лужниках,74959092663,,https://www.loft2rent.ru/loft/164090
Премиальное пространство Ветви Жизни,Премиальное пространство Ветви Жизни,79852111183,,https://www.loft2rent.ru/loft/202873/203636
Премиальный медный лофт Cuprum с летней верандой,Премиальный медный лофт Cuprum с летней верандой,74954320136,,https://www.loft2rent.ru/loft/22257
Премиум Конференц-зал в Москва Сити на 58 этаже,Премиум Конференц-зал в Москва Сити на 58 этаже,79937050100,,https://www.loft2rent.ru/loft/187948/187950
Премия Оскар,Премия Оскар,78122007818,,https://www.loft2rent.ru/loft/75982
Пресс-центр в УСЗ Дружба в Лужниках,Пресс-центр в УСЗ Дружба в Лужниках,74959092663,,https://www.loft2rent.ru/loft/164090
Престижный Loft Москва-сити,Престижный Loft Москва-сити,79111023333,,https://www.loft2rent.ru/loft/107530
Приморье,Приморье,74232226875,mail@primbank.ru,https://primbank.ru
Принц Парк Отель,Принц Парк Отель,,,https://ostrovok.ru/hotel/russia/moscow/mid6458819/prince_park_hotel_
Природа,Природа,79164961191,,https://www.loft2rent.ru/loft/44815
Притяжение,Притяжение,79935905884,,https://www.loft2rent.ru/loft/92780
Прованс,Прованс,74954780638,,https://www.loft2rent.ru/loft/109926
ПролессPROLess Loft,ПролессPROLess Loft,79299888499,,https://www.loft2rent.ru/loft/207040/207049
Промзона Коворкинг,Промзона Коворкинг,79057159236,,https://www.loft2rent.ru/loft/65955/65957
Промсвязьбанк,Промсвязьбанк,73362277000,broker@psbank.ru,https://psbank.ru
Просторный двухуровневый зал для мероприятий,Просторный двухуровневый зал для мероприятий,79346644195,,https://www.reveltime.ru/venue/9030250?eventtype=vecherinka
Просторный зал 120 м² со сценой на Чистых прудах,Просторный зал 120 м² со сценой на Чистых прудах,79175091916,,https://www.loft2rent.ru/loft/74665
Просторный лофт  с двумя верандами и караоке,Просторный лофт  с двумя верандами и караоке,79773592477,,https://www.loft2rent.ru/loft/vinyl
"Просторный лофт Дельта со сценой, караоке, верандой и активностями в 3-х минутах от метро","Просторный лофт Дельта со сценой, караоке, верандой и активностями в 3-х минутах от метро",79672393603,,https://www.loft2rent.ru/loft/1665
